dataset	popname	contin	complex	latit	longit	coord	locus	allele_v2	allele_v3	allele.freq	allele.count	gametes
lit	Slavic_1999	EUR	3	059.83N	030.25E	059.83N 030.25E	DQA1	0201	02:01	0.105	21	200
lit	Slavic_1999	EUR	3	059.83N	030.25E	059.83N 030.25E	DQA1	0301	03:01	0.16	32	200
lit	Slavic_1999	EUR	3	059.83N	030.25E	059.83N 030.25E	DQA1	0401	04:01	0.045	9	200
lit	Slavic_1999	EUR	3	059.83N	030.25E	059.83N 030.25E	DQA1	0501	05:01	0.265	53	200
lit	Slavic_1999	EUR	3	059.83N	030.25E	059.83N 030.25E	DQB1	0201	02:01	0.175	35	200
lit	Slavic_1999	EUR	3	059.83N	030.25E	059.83N 030.25E	DQB1	0301	03:01	0.2	40	200
lit	Slavic_1999	EUR	3	059.83N	030.25E	059.83N 030.25E	DQB1	0302	03:02	0.11	22	200
lit	Slavic_1999	EUR	3	059.83N	030.25E	059.83N 030.25E	DQB1	0303	03:03	0.05	10	200
lit	Slavic_1999	EUR	3	059.83N	030.25E	059.83N 030.25E	DQB1	0402	04:02	0.04	8	200
lit	Slavic_1999	EUR	3	059.83N	030.25E	059.83N 030.25E	DQB1	0501	05:01	0.13	26	200
lit	Slavic_1999	EUR	3	059.83N	030.25E	059.83N 030.25E	DQB1	0502	05:02	0.065	13	200
lit	Slavic_1999	EUR	3	059.83N	030.25E	059.83N 030.25E	DQB1	0503	05:03	0.025	5	200
lit	Slavic_1999	EUR	3	059.83N	030.25E	059.83N 030.25E	DQB1	0601	06:01	0.015	3	200
lit	Slavic_1999	EUR	3	059.83N	030.25E	059.83N 030.25E	DQB1	0602	06:02	0.095	19	200
lit	Slavic_1999	EUR	3	059.83N	030.25E	059.83N 030.25E	DQB1	0604/0605	06:04/06:05	0.035	7	200
lit	Slavic_1999	EUR	3	059.83N	030.25E	059.83N 030.25E	DRB1	0101	01:01	0.0875	35	400
lit	Slavic_1999	EUR	3	059.83N	030.25E	059.83N 030.25E	DRB1	0102	01:02	0.0225	9	400
lit	Slavic_1999	EUR	3	059.83N	030.25E	059.83N 030.25E	DRB1	0103	01:03	0.01	4	400
lit	Slavic_1999	EUR	3	059.83N	030.25E	059.83N 030.25E	DRB1	0301	03:01	0.095	38	400
lit	Slavic_1999	EUR	3	059.83N	030.25E	059.83N 030.25E	DRB1	0401	04:01	0.06	24	400
lit	Slavic_1999	EUR	3	059.83N	030.25E	059.83N 030.25E	DRB1	0403/0406	04:03/04:06	0.045	18	400
lit	Slavic_1999	EUR	3	059.83N	030.25E	059.83N 030.25E	DRB1	0404	04:04	0.0225	9	400
lit	Slavic_1999	EUR	3	059.83N	030.25E	059.83N 030.25E	DRB1	0407	04:07	0.005	2	400
lit	Slavic_1999	EUR	3	059.83N	030.25E	059.83N 030.25E	DRB1	0410	04:10	0.005	2	400
lit	Slavic_1999	EUR	3	059.83N	030.25E	059.83N 030.25E	DRB1	0701	07:01	0.12	48	400
lit	Slavic_1999	EUR	3	059.83N	030.25E	059.83N 030.25E	DRB1	0801	08:01	0.0225	9	400
lit	Slavic_1999	EUR	3	059.83N	030.25E	059.83N 030.25E	DRB1	0803	08:03	0.0125	5	400
lit	Slavic_1999	EUR	3	059.83N	030.25E	059.83N 030.25E	DRB1	0901	09:01	0.01	4	400
lit	Slavic_1999	EUR	3	059.83N	030.25E	059.83N 030.25E	DRB1	1001	10:01	0.0075	3	400
lit	Slavic_1999	EUR	3	059.83N	030.25E	059.83N 030.25E	DRB1	1101	11:01	0.08	32	400
lit	Slavic_1999	EUR	3	059.83N	030.25E	059.83N 030.25E	DRB1	1102	11:02	0.015	6	400
lit	Slavic_1999	EUR	3	059.83N	030.25E	059.83N 030.25E	DRB1	1104	11:04	0.015	6	400
lit	Slavic_1999	EUR	3	059.83N	030.25E	059.83N 030.25E	DRB1	1201	12:01	0.0275	11	400
lit	Slavic_1999	EUR	3	059.83N	030.25E	059.83N 030.25E	DRB1	1301	13:01	0.065	26	400
lit	Slavic_1999	EUR	3	059.83N	030.25E	059.83N 030.25E	DRB1	1302	13:02	0.0375	15	400
lit	Slavic_1999	EUR	3	059.83N	030.25E	059.83N 030.25E	DRB1	1303	13:03	0.03	12	400
lit	Slavic_1999	EUR	3	059.83N	030.25E	059.83N 030.25E	DRB1	1401	14:01	0.0125	5	400
lit	Slavic_1999	EUR	3	059.83N	030.25E	059.83N 030.25E	DRB1	1404	14:04	0.0025	1	400
lit	Slavic_1999	EUR	3	059.83N	030.25E	059.83N 030.25E	DRB1	1405	14:05	0.0025	1	400
lit	Slavic_1999	EUR	3	059.83N	030.25E	059.83N 030.25E	DRB1	1406	14:06	0.0025	1	400
lit	Slavic_1999	EUR	3	059.83N	030.25E	059.83N 030.25E	DRB1	1414	14:14	0.0025	1	400
lit	Slavic_1999	EUR	3	059.83N	030.25E	059.83N 030.25E	DRB1	1415	14:15	0.0025	1	400
lit	Slavic_1999	EUR	3	059.83N	030.25E	059.83N 030.25E	DRB1	1501	15:01	0.115	46	400
lit	Slavic_1999	EUR	3	059.83N	030.25E	059.83N 030.25E	DRB1	1502	15:02	0.0175	7	400
lit	Slavic_1999	EUR	3	059.83N	030.25E	059.83N 030.25E	DRB1	1601	16:01	0.0275	11	400
lit	Slavic_1999	EUR	3	059.83N	030.25E	059.83N 030.25E	DRB1	1602	16:02	0.0125	5	400
lit	Slavic_1999	EUR	3	059.83N	030.25E	059.83N 030.25E	DRB1	1603	16:03	0.0025	1	400
lit	Slovak_1998	EUR	3	48.67N	19.5E	48.67N 19.5E	DPB1	0101	01:01	0.0274	8	292
lit	Slovak_1998	EUR	3	48.67N	19.5E	48.67N 19.5E	DPB1	0201	02:01	0.14384	42	292
lit	Slovak_1998	EUR	3	48.67N	19.5E	48.67N 19.5E	DPB1	0202	02:02	0.00342	1	292
lit	Slovak_1998	EUR	3	48.67N	19.5E	48.67N 19.5E	DPB1	0301	03:01	0.09247	27	292
lit	Slovak_1998	EUR	3	48.67N	19.5E	48.67N 19.5E	DPB1	0401	04:01	0.43493	127	292
lit	Slovak_1998	EUR	3	48.67N	19.5E	48.67N 19.5E	DPB1	0402	04:02	0.2089	61	292
lit	Slovak_1998	EUR	3	48.67N	19.5E	48.67N 19.5E	DPB1	0501	05:01	0.01027	3	292
lit	Slovak_1998	EUR	3	48.67N	19.5E	48.67N 19.5E	DPB1	0601	06:01	0.00342	1	292
lit	Slovak_1998	EUR	3	48.67N	19.5E	48.67N 19.5E	DPB1	0901	09:01	0.00685	2	292
lit	Slovak_1998	EUR	3	48.67N	19.5E	48.67N 19.5E	DPB1	1001	10:01	0.0137	4	292
lit	Slovak_1998	EUR	3	48.67N	19.5E	48.67N 19.5E	DPB1	1101	11:01	0.00342	1	292
lit	Slovak_1998	EUR	3	48.67N	19.5E	48.67N 19.5E	DPB1	1401	14:01	0.01027	3	292
lit	Slovak_1998	EUR	3	48.67N	19.5E	48.67N 19.5E	DPB1	1501	15:01	0.00342	1	292
lit	Slovak_1998	EUR	3	48.67N	19.5E	48.67N 19.5E	DPB1	1601	16:01	0.02055	6	292
lit	Slovak_1998	EUR	3	48.67N	19.5E	48.67N 19.5E	DPB1	1701	17:01	0.01712	5	292
lit	Slovak_1998	EUR	3	48.67N	19.5E	48.67N 19.5E	DQB1	0201	02:01	0.20979	60	286
lit	Slovak_1998	EUR	3	48.67N	19.5E	48.67N 19.5E	DQB1	0301	03:01	0.24476	70	286
lit	Slovak_1998	EUR	3	48.67N	19.5E	48.67N 19.5E	DQB1	0302	03:02	0.05594	16	286
lit	Slovak_1998	EUR	3	48.67N	19.5E	48.67N 19.5E	DQB1	0303	03:03	0.04196	12	286
lit	Slovak_1998	EUR	3	48.67N	19.5E	48.67N 19.5E	DQB1	0401	04:01	0.00699	2	286
lit	Slovak_1998	EUR	3	48.67N	19.5E	48.67N 19.5E	DQB1	0402	04:02	0.03846	11	286
lit	Slovak_1998	EUR	3	48.67N	19.5E	48.67N 19.5E	DQB1	0501	05:01	0.11189	32	286
lit	Slovak_1998	EUR	3	48.67N	19.5E	48.67N 19.5E	DQB1	0502	05:02	0.05594	16	286
lit	Slovak_1998	EUR	3	48.67N	19.5E	48.67N 19.5E	DQB1	0503	05:03	0.02797	8	286
lit	Slovak_1998	EUR	3	48.67N	19.5E	48.67N 19.5E	DQB1	0601	06:01	0.0035	1	286
lit	Slovak_1998	EUR	3	48.67N	19.5E	48.67N 19.5E	DQB1	0602	06:02	0.1014	29	286
lit	Slovak_1998	EUR	3	48.67N	19.5E	48.67N 19.5E	DQB1	0603	06:03	0.08392	24	286
lit	Slovak_1998	EUR	3	48.67N	19.5E	48.67N 19.5E	DQB1	0604	06:04	0.01748	5	286
lit	Slovenian_2002	EUR	3	46.12N	14.82E	46.12N 14.82E	DRB1	0101	01:01	0.11679	32	274
lit	Slovenian_2002	EUR	3	46.12N	14.82E	46.12N 14.82E	DRB1	0102	01:02	0.01825	5	274
lit	Slovenian_2002	EUR	3	46.12N	14.82E	46.12N 14.82E	DRB1	0103	01:03	0.00365	1	274
lit	Slovenian_2002	EUR	3	46.12N	14.82E	46.12N 14.82E	DRB1	0301	03:01	0.11314	31	274
lit	Slovenian_2002	EUR	3	46.12N	14.82E	46.12N 14.82E	DRB1	0305	03:05	0.00365	1	274
lit	Slovenian_2002	EUR	3	46.12N	14.82E	46.12N 14.82E	DRB1	0401	04:01	0.0292	8	274
lit	Slovenian_2002	EUR	3	46.12N	14.82E	46.12N 14.82E	DRB1	0402	04:02	0.01825	5	274
lit	Slovenian_2002	EUR	3	46.12N	14.82E	46.12N 14.82E	DRB1	0403	04:03	0.00365	1	274
lit	Slovenian_2002	EUR	3	46.12N	14.82E	46.12N 14.82E	DRB1	0404	04:04	0.0073	2	274
lit	Slovenian_2002	EUR	3	46.12N	14.82E	46.12N 14.82E	DRB1	0405	04:05	0.00365	1	274
lit	Slovenian_2002	EUR	3	46.12N	14.82E	46.12N 14.82E	DRB1	0407	04:07	0.0073	2	274
lit	Slovenian_2002	EUR	3	46.12N	14.82E	46.12N 14.82E	DRB1	0408	04:08	0.0073	2	274
lit	Slovenian_2002	EUR	3	46.12N	14.82E	46.12N 14.82E	DRB1	0701	07:01	0.12774	35	274
lit	Slovenian_2002	EUR	3	46.12N	14.82E	46.12N 14.82E	DRB1	0801	08:01	0.0365	10	274
lit	Slovenian_2002	EUR	3	46.12N	14.82E	46.12N 14.82E	DRB1	0804	08:04	0.00365	1	274
lit	Slovenian_2002	EUR	3	46.12N	14.82E	46.12N 14.82E	DRB1	0901	09:01	0.00365	1	274
lit	Slovenian_2002	EUR	3	46.12N	14.82E	46.12N 14.82E	DRB1	1001	10:01	0.0073	2	274
lit	Slovenian_2002	EUR	3	46.12N	14.82E	46.12N 14.82E	DRB1	1101	11:01	0.07299	20	274
lit	Slovenian_2002	EUR	3	46.12N	14.82E	46.12N 14.82E	DRB1	1102	11:02	0.01825	5	274
lit	Slovenian_2002	EUR	3	46.12N	14.82E	46.12N 14.82E	DRB1	1103	11:03	0.0073	2	274
lit	Slovenian_2002	EUR	3	46.12N	14.82E	46.12N 14.82E	DRB1	1104	11:04	0.06204	17	274
lit	Slovenian_2002	EUR	3	46.12N	14.82E	46.12N 14.82E	DRB1	1201	12:01	0.02555	7	274
lit	Slovenian_2002	EUR	3	46.12N	14.82E	46.12N 14.82E	DRB1	1204	12:04	0.00365	1	274
lit	Slovenian_2002	EUR	3	46.12N	14.82E	46.12N 14.82E	DRB1	1301	13:01	0.06204	17	274
lit	Slovenian_2002	EUR	3	46.12N	14.82E	46.12N 14.82E	DRB1	1302	13:02	0.0365	10	274
lit	Slovenian_2002	EUR	3	46.12N	14.82E	46.12N 14.82E	DRB1	1303	13:03	0.0146	4	274
lit	Slovenian_2002	EUR	3	46.12N	14.82E	46.12N 14.82E	DRB1	1401	14:01	0.04745	13	274
lit	Slovenian_2002	EUR	3	46.12N	14.82E	46.12N 14.82E	DRB1	1501	15:01	0.08394	23	274
lit	Slovenian_2002	EUR	3	46.12N	14.82E	46.12N 14.82E	DRB1	1502	15:02	0.01825	5	274
lit	Slovenian_2002	EUR	3	46.12N	14.82E	46.12N 14.82E	DRB1	1601	16:01	0.0292	8	274
lit	Slovenian_2002	EUR	3	46.12N	14.82E	46.12N 14.82E	DRB1	1602	16:02	0.0073	2	274
lit	Spanish_2001	EUR	2	40.00N	4.00W	40.00N 4.00W	DQA1	0101	01:01	0.16812	58	345
lit	Spanish_2001	EUR	2	40.00N	4.00W	40.00N 4.00W	DQA1	0102	01:02	0.11884	41	345
lit	Spanish_2001	EUR	2	40.00N	4.00W	40.00N 4.00W	DQA1	0103	01:03	0.10725	37	345
lit	Spanish_2001	EUR	2	40.00N	4.00W	40.00N 4.00W	DQA1	0201	02:01	0.17391	60	345
lit	Spanish_2001	EUR	2	40.00N	4.00W	40.00N 4.00W	DQA1	0301	03:01	0.12464	43	345
lit	Spanish_2001	EUR	2	40.00N	4.00W	40.00N 4.00W	DQA1	0401	04:01	0.02029	7	345
lit	Spanish_2001	EUR	2	40.00N	4.00W	40.00N 4.00W	DQA1	0501	05:01	0.28406	98	345
lit	Spanish_2001	EUR	2	40.00N	4.00W	40.00N 4.00W	DQA1	0601	06:01	0.0029	1	345
lit	Spanish_2001	EUR	2	40.00N	4.00W	40.00N 4.00W	DQB1	0201	02:01	0.29855	103	345
lit	Spanish_2001	EUR	2	40.00N	4.00W	40.00N 4.00W	DQB1	0301	03:01	0.16812	58	345
lit	Spanish_2001	EUR	2	40.00N	4.00W	40.00N 4.00W	DQB1	0302	03:02	0.11014	38	345
lit	Spanish_2001	EUR	2	40.00N	4.00W	40.00N 4.00W	DQB1	0303	03:03	0.01159	4	345
lit	Spanish_2001	EUR	2	40.00N	4.00W	40.00N 4.00W	DQB1	0401	04:01	0.0029	1	345
lit	Spanish_2001	EUR	2	40.00N	4.00W	40.00N 4.00W	DQB1	0402	04:02	0.02029	7	345
lit	Spanish_2001	EUR	2	40.00N	4.00W	40.00N 4.00W	DQB1	0501	05:01	0.15942	55	345
lit	Spanish_2001	EUR	2	40.00N	4.00W	40.00N 4.00W	DQB1	0502	05:02	0.02319	8	345
lit	Spanish_2001	EUR	2	40.00N	4.00W	40.00N 4.00W	DQB1	0503	05:03	0.0029	1	345
lit	Spanish_2001	EUR	2	40.00N	4.00W	40.00N 4.00W	DQB1	0601	06:01	0.02029	7	345
lit	Spanish_2001	EUR	2	40.00N	4.00W	40.00N 4.00W	DQB1	0602	06:02	0.04638	16	345
lit	Spanish_2001	EUR	2	40.00N	4.00W	40.00N 4.00W	DQB1	0603	06:03	0.08696	30	345
lit	Spanish_2001	EUR	2	40.00N	4.00W	40.00N 4.00W	DQB1	0604	06:04	0.04058	14	345
lit	Spanish_2001	EUR	2	40.00N	4.00W	40.00N 4.00W	DQB1	0605	06:05	0.0087	3	345
lit	Spanish_2001	EUR	2	40.00N	4.00W	40.00N 4.00W	DRB1	0101	01:01	0.07514	26	346
lit	Spanish_2001	EUR	2	40.00N	4.00W	40.00N 4.00W	DRB1	0102	01:02	0.06069	21	346
lit	Spanish_2001	EUR	2	40.00N	4.00W	40.00N 4.00W	DRB1	0103	01:03	0.01445	5	346
lit	Spanish_2001	EUR	2	40.00N	4.00W	40.00N 4.00W	DRB1	0301	03:01	0.12428	43	346
lit	Spanish_2001	EUR	2	40.00N	4.00W	40.00N 4.00W	DRB1	0302	03:02	0.00289	1	346
lit	Spanish_2001	EUR	2	40.00N	4.00W	40.00N 4.00W	DRB1	0401	04:01	0.03468	12	346
lit	Spanish_2001	EUR	2	40.00N	4.00W	40.00N 4.00W	DRB1	0402	04:02	0.0289	10	346
lit	Spanish_2001	EUR	2	40.00N	4.00W	40.00N 4.00W	DRB1	0403	04:03	0.01445	5	346
lit	Spanish_2001	EUR	2	40.00N	4.00W	40.00N 4.00W	DRB1	0404	04:04	0.02023	7	346
lit	Spanish_2001	EUR	2	40.00N	4.00W	40.00N 4.00W	DRB1	0405	04:05	0.01156	4	346
lit	Spanish_2001	EUR	2	40.00N	4.00W	40.00N 4.00W	DRB1	0407	04:07	0.00867	3	346
lit	Spanish_2001	EUR	2	40.00N	4.00W	40.00N 4.00W	DRB1	0701	07:01	0.17919	62	346
lit	Spanish_2001	EUR	2	40.00N	4.00W	40.00N 4.00W	DRB1	0801	08:01	0.01156	4	346
lit	Spanish_2001	EUR	2	40.00N	4.00W	40.00N 4.00W	DRB1	0803	08:03	0.00289	1	346
lit	Spanish_2001	EUR	2	40.00N	4.00W	40.00N 4.00W	DRB1	0804	08:04	0.00289	1	346
lit	Spanish_2001	EUR	2	40.00N	4.00W	40.00N 4.00W	DRB1	0901	09:01	0.00867	3	346
lit	Spanish_2001	EUR	2	40.00N	4.00W	40.00N 4.00W	DRB1	1001	10:01	0.00867	3	346
lit	Spanish_2001	EUR	2	40.00N	4.00W	40.00N 4.00W	DRB1	1101	11:01	0.03179	11	346
lit	Spanish_2001	EUR	2	40.00N	4.00W	40.00N 4.00W	DRB1	1102	11:02	0.03179	11	346
lit	Spanish_2001	EUR	2	40.00N	4.00W	40.00N 4.00W	DRB1	1103	11:03	0.00867	3	346
lit	Spanish_2001	EUR	2	40.00N	4.00W	40.00N 4.00W	DRB1	1104	11:04	0.06069	21	346
lit	Spanish_2001	EUR	2	40.00N	4.00W	40.00N 4.00W	DRB1	1201	12:01	0.01156	4	346
lit	Spanish_2001	EUR	2	40.00N	4.00W	40.00N 4.00W	DRB1	1301	13:01	0.08382	29	346
lit	Spanish_2001	EUR	2	40.00N	4.00W	40.00N 4.00W	DRB1	1302	13:02	0.05202	18	346
lit	Spanish_2001	EUR	2	40.00N	4.00W	40.00N 4.00W	DRB1	1303	13:03	0.01445	5	346
lit	Spanish_2001	EUR	2	40.00N	4.00W	40.00N 4.00W	DRB1	1401	14:01	0.00289	1	346
lit	Spanish_2001	EUR	2	40.00N	4.00W	40.00N 4.00W	DRB1	1501	15:01	0.05202	18	346
lit	Spanish_2001	EUR	2	40.00N	4.00W	40.00N 4.00W	DRB1	1502	15:02	0.02023	7	346
lit	Spanish_2001	EUR	2	40.00N	4.00W	40.00N 4.00W	DRB1	1601	16:01	0.02023	7	346
lit	Spanish_2002	EUR	3	40.00N	4.00W	40.00N 4.00W	DRB1	0101	01:01	0.05743	107	1863
lit	Spanish_2002	EUR	3	40.00N	4.00W	40.00N 4.00W	DRB1	0102	01:02	0.03757	70	1863
lit	Spanish_2002	EUR	3	40.00N	4.00W	40.00N 4.00W	DRB1	0103	01:03	0.01396	26	1862
lit	Spanish_2002	EUR	3	40.00N	4.00W	40.00N 4.00W	DRB1	0301	03:01	0.12131	226	1863
lit	Spanish_2002	EUR	3	40.00N	4.00W	40.00N 4.00W	DRB1	0302	03:02	0.00054	1	1852
lit	Spanish_2002	EUR	3	40.00N	4.00W	40.00N 4.00W	DRB1	0305	03:05	0.00107	2	1869
lit	Spanish_2002	EUR	3	40.00N	4.00W	40.00N 4.00W	DRB1	0401	04:01	0.0204	38	1863
lit	Spanish_2002	EUR	3	40.00N	4.00W	40.00N 4.00W	DRB1	0402	04:02	0.01718	32	1863
lit	Spanish_2002	EUR	3	40.00N	4.00W	40.00N 4.00W	DRB1	0403	04:03	0.0204	38	1863
lit	Spanish_2002	EUR	3	40.00N	4.00W	40.00N 4.00W	DRB1	0404	04:04	0.0204	38	1863
lit	Spanish_2002	EUR	3	40.00N	4.00W	40.00N 4.00W	DRB1	0405	04:05	0.02523	47	1863
lit	Spanish_2002	EUR	3	40.00N	4.00W	40.00N 4.00W	DRB1	0406	04:06	0.00322	6	1863
lit	Spanish_2002	EUR	3	40.00N	4.00W	40.00N 4.00W	DRB1	0407	04:07	0.01127	21	1863
lit	Spanish_2002	EUR	3	40.00N	4.00W	40.00N 4.00W	DRB1	0408	04:08	0.00429	8	1865
lit	Spanish_2002	EUR	3	40.00N	4.00W	40.00N 4.00W	DRB1	0411	04:11	0.00054	1	1852
lit	Spanish_2002	EUR	3	40.00N	4.00W	40.00N 4.00W	DRB1	0417	04:17	0.00054	1	1852
lit	Spanish_2002	EUR	3	40.00N	4.00W	40.00N 4.00W	DRB1	0701	07:01	0.16479	307	1863
lit	Spanish_2002	EUR	3	40.00N	4.00W	40.00N 4.00W	DRB1	0801	08:01	0.01932	36	1863
lit	Spanish_2002	EUR	3	40.00N	4.00W	40.00N 4.00W	DRB1	0802	08:02	0.00215	4	1860
lit	Spanish_2002	EUR	3	40.00N	4.00W	40.00N 4.00W	DRB1	0803	08:03	0.00107	2	1869
lit	Spanish_2002	EUR	3	40.00N	4.00W	40.00N 4.00W	DRB1	0804	08:04	0.00215	4	1860
lit	Spanish_2002	EUR	3	40.00N	4.00W	40.00N 4.00W	DRB1	0805	08:05	0.00054	1	1852
lit	Spanish_2002	EUR	3	40.00N	4.00W	40.00N 4.00W	DRB1	0810	08:10	0.00107	2	1869
lit	Spanish_2002	EUR	3	40.00N	4.00W	40.00N 4.00W	DRB1	0901	09:01	0.00698	13	1862
lit	Spanish_2002	EUR	3	40.00N	4.00W	40.00N 4.00W	DRB1	1001	10:01	0.01396	26	1862
lit	Spanish_2002	EUR	3	40.00N	4.00W	40.00N 4.00W	DRB1	1101	11:01	0.06871	128	1863
lit	Spanish_2002	EUR	3	40.00N	4.00W	40.00N 4.00W	DRB1	1102	11:02	0.01718	32	1863
lit	Spanish_2002	EUR	3	40.00N	4.00W	40.00N 4.00W	DRB1	1103	11:03	0.0059	11	1864
lit	Spanish_2002	EUR	3	40.00N	4.00W	40.00N 4.00W	DRB1	1104	11:04	0.05475	102	1863
lit	Spanish_2002	EUR	3	40.00N	4.00W	40.00N 4.00W	DRB1	1201	12:01	0.0102	19	1863
lit	Spanish_2002	EUR	3	40.00N	4.00W	40.00N 4.00W	DRB1	1202	12:02	0.00107	2	1869
lit	Spanish_2002	EUR	3	40.00N	4.00W	40.00N 4.00W	DRB1	1301	13:01	0.07085	132	1863
lit	Spanish_2002	EUR	3	40.00N	4.00W	40.00N 4.00W	DRB1	1302	13:02	0.0467	87	1863
lit	Spanish_2002	EUR	3	40.00N	4.00W	40.00N 4.00W	DRB1	1303	13:03	0.01718	32	1863
lit	Spanish_2002	EUR	3	40.00N	4.00W	40.00N 4.00W	DRB1	1305	13:05	0.00913	17	1862
lit	Spanish_2002	EUR	3	40.00N	4.00W	40.00N 4.00W	DRB1	1401	14:01	0.02201	41	1863
lit	Spanish_2002	EUR	3	40.00N	4.00W	40.00N 4.00W	DRB1	1402	14:02	0.00054	1	1852
lit	Spanish_2002	EUR	3	40.00N	4.00W	40.00N 4.00W	DRB1	1404	14:04	0.00107	2	1869
lit	Spanish_2002	EUR	3	40.00N	4.00W	40.00N 4.00W	DRB1	1417	14:17	0.00054	1	1852
lit	Spanish_2002	EUR	3	40.00N	4.00W	40.00N 4.00W	DRB1	1423	14:23	0.00054	1	1852
lit	Spanish_2002	EUR	3	40.00N	4.00W	40.00N 4.00W	DRB1	1433	14:33	0.00054	1	1852
lit	Spanish_2002	EUR	3	40.00N	4.00W	40.00N 4.00W	DRB1	1501	15:01	0.07193	134	1863
lit	Spanish_2002	EUR	3	40.00N	4.00W	40.00N 4.00W	DRB1	1502	15:02	0.01235	23	1862
lit	Spanish_2002	EUR	3	40.00N	4.00W	40.00N 4.00W	DRB1	1503	15:03	0.00054	1	1852
lit	Spanish_2002	EUR	3	40.00N	4.00W	40.00N 4.00W	DRB1	1601	16:01	0.0161	30	1863
lit	Spanish_2002	EUR	3	40.00N	4.00W	40.00N 4.00W	DRB1	1602	16:02	0.00483	9	1863
lit	Sudanese_1992	SSA	3	15.00N	30.00E	15.00N 30.00E	DPB1	0101	01:01	0.05181	10	193
lit	Sudanese_1992	SSA	3	15.00N	30.00E	15.00N 30.00E	DPB1	0201	02:01	0.31606	61	193
lit	Sudanese_1992	SSA	3	15.00N	30.00E	15.00N 30.00E	DPB1	0301	03:01	0.06218	12	193
lit	Sudanese_1992	SSA	3	15.00N	30.00E	15.00N 30.00E	DPB1	0401	04:01	0.21244	41	193
lit	Sudanese_1992	SSA	3	15.00N	30.00E	15.00N 30.00E	DPB1	0402	04:02	0.10363	20	193
lit	Sudanese_1992	SSA	3	15.00N	30.00E	15.00N 30.00E	DPB1	0501	05:01	0.00518	1	193
lit	Sudanese_1992	SSA	3	15.00N	30.00E	15.00N 30.00E	DPB1	0601	06:01	0.02073	4	193
lit	Sudanese_1992	SSA	3	15.00N	30.00E	15.00N 30.00E	DPB1	0901	09:01	0.02073	4	193
lit	Sudanese_1992	SSA	3	15.00N	30.00E	15.00N 30.00E	DPB1	1301	13:01	0.04145	8	193
lit	Sudanese_1992	SSA	3	15.00N	30.00E	15.00N 30.00E	DPB1	1101	11:01	0.02073	4	193
lit	Sudanese_1992	SSA	3	15.00N	30.00E	15.00N 30.00E	DPB1	1501	15:01	0.05181	10	193
lit	Sudanese_1992	SSA	3	15.00N	30.00E	15.00N 30.00E	DPB1	1601	16:01	0.02073	4	193
lit	Sudanese_1992	SSA	3	15.00N	30.00E	15.00N 30.00E	DPB1	1701	17:01	0.07254	14	193
lit	Svans_2001	EUR	2	42.00N	43.30E	42.00N 43.30E	A	0101	01:01	0.05625	9	160
lit	Svans_2001	EUR	2	42.00N	43.30E	42.00N 43.30E	A	0201	02:01	0.2125	34	160
lit	Svans_2001	EUR	2	42.00N	43.30E	42.00N 43.30E	A	0202	02:02	0.0375	6	160
lit	Svans_2001	EUR	2	42.00N	43.30E	42.00N 43.30E	A	0204	02:04	0.01875	3	160
lit	Svans_2001	EUR	2	42.00N	43.30E	42.00N 43.30E	A	0205	02:05	0.00625	1	160
lit	Svans_2001	EUR	2	42.00N	43.30E	42.00N 43.30E	A	0208	02:08	0.0125	2	160
lit	Svans_2001	EUR	2	42.00N	43.30E	42.00N 43.30E	A	0216	02:16	0.00625	1	160
lit	Svans_2001	EUR	2	42.00N	43.30E	42.00N 43.30E	A	0220	02:20	0.00625	1	160
lit	Svans_2001	EUR	2	42.00N	43.30E	42.00N 43.30E	A	0301	03:01	0.1375	22	160
lit	Svans_2001	EUR	2	42.00N	43.30E	42.00N 43.30E	A	0302	03:02	0.00625	1	160
lit	Svans_2001	EUR	2	42.00N	43.30E	42.00N 43.30E	A	1101	11:01	0.125	20	160
lit	Svans_2001	EUR	2	42.00N	43.30E	42.00N 43.30E	A	1104	11:04	0.0125	2	160
lit	Svans_2001	EUR	2	42.00N	43.30E	42.00N 43.30E	A	2402	24:02	0.13125	21	160
lit	Svans_2001	EUR	2	42.00N	43.30E	42.00N 43.30E	A	2403	24:03	0.0125	2	160
lit	Svans_2001	EUR	2	42.00N	43.30E	42.00N 43.30E	A	2501	25:01	0.01875	3	160
lit	Svans_2001	EUR	2	42.00N	43.30E	42.00N 43.30E	A	2601	26:01	0.0625	10	160
lit	Svans_2001	EUR	2	42.00N	43.30E	42.00N 43.30E	A	2901	29:01	0.0125	2	160
lit	Svans_2001	EUR	2	42.00N	43.30E	42.00N 43.30E	A	3101	31:01	0.01875	3	160
lit	Svans_2001	EUR	2	42.00N	43.30E	42.00N 43.30E	A	3102	31:02	0.0125	2	160
lit	Svans_2001	EUR	2	42.00N	43.30E	42.00N 43.30E	A	3201	32:01	0.0125	2	160
lit	Svans_2001	EUR	2	42.00N	43.30E	42.00N 43.30E	A	3301	33:01	0.0125	2	160
lit	Svans_2001	EUR	2	42.00N	43.30E	42.00N 43.30E	A	6801	68:01	0.0625	10	160
lit	Svans_2001	EUR	2	42.00N	43.30E	42.00N 43.30E	A	6802	68:02	0.00625	1	160
lit	Svans_2001	EUR	2	42.00N	43.30E	42.00N 43.30E	B	0702	07:02	0.03165	5	158
