dataset	popname	contin	complex	latit	longit	coord	locus	allele_v2	allele_v3	allele.freq	allele.count	gametes
lit	Korean_1999	NEA	3	37.00N	127.30E	37.00N 127.30E	DRB1	1302	13:02	0.11001	111	1009
lit	Gabes_2006	NAF	2	34N	10E	34N 10E	DRB1	1311	13:11	0.00526	1	190
lit	Iranian_2001	SWA	2	32.00N	53.00E	32.00N 53.00E	DRB1	1305	13:05	0.015	3	200
lit	Gabes_2006	NAF	2	34N	10E	34N 10E	DRB1	0405	04:05	0.01579	3	190
lit	Matmata_2006	NAF	2	34N	10E	34N 10E	DRB1	0403	04:03	0.03704	6	162
lit	IndonesiaSingapore_2000	OCE	2	1.28N	103.85E	1.28N 103.85E	DRB1	0301	03:01	0.03	3	100
lit	Slavic_1999	EUR	3	059.83N	030.25E	059.83N 030.25E	DRB1	0402	04:02	0.005	2	400
lit	Cretan_1999	EUR	3	37.80N	22.72E	37.80N 22.72E	DQB1	0605	06:05	0.0037	1	270
lit	Slavic_1999	EUR	3	059.83N	030.25E	059.83N 030.25E	DQB1	0603	06:03	0.06	12	200
lit	Tunisia_1995	NAF	3	34.00N	9.00E	34.00N 9.00E	DQB1	0603	06:03	0.02475	5	202
lit	Negidal_2002	NEA	1	60.00N	100.00E	60.00N 100.00E	DQB1	0602	06:02	0.04286	3	70
lit	Nganasan_2004	NEA	1	69.26N	88.05E	69.26N 88.05E	DQB1	0602	06:02	0.04167	2	48
lit	OkhotskEvenki_2002	NEA	1	60.00N	100.00E	60.00N 100.00E	DQB1	0602	06:02	0.08	4	50
lit	Tofalar_2002	NEA	1	60.00N	100.00E	60.00N 100.00E	DQB1	0602	06:02	0.13953	12	86
lit	Tuva_2002	NEA	1	60.00N	100.00E	60.00N 100.00E	DQB1	0602	06:02	0.10227	9	88
lit	EasternToba_1993	SAM	1	34.00S	64.00W	34.00S 64.00W	DQB1	0602	06:02	0.0037	1	270
lit	Baloch_2004	SWA	2	30.50N	66.50E	30.50N 66.50E	DQB1	0601	06:01	0.08	16	200
lit	Caucasian_1994	EUR	3mig	50N	15E	50N 15E	DQB1	0303	03:03	0.05858	28	478
lit	CEPH_1992	EUR	3mig	48.87N	2.33E	48.87N 2.33E	DQA1	0501	05:01	0.22556	60	266
lit	Caucasian_1994	EUR	3mig	50N	15E	50N 15E	DQA1	0301	03:01	0.18125	87	480
lit	CEPH_1992	EUR	3mig	48.87N	2.33E	48.87N 2.33E	DQA1	0301	03:01	0.21429	57	266
lit	Greek_1995	EUR	3	39.00N	22.00E	39.00N 22.00E	DQA1	0301	03:01	0.05319	5	94
lit	Swedish_1994	EUR	3	62.00N	15.00E	62.00N 15.00E	DPB1	1601/0801	16:01/08:01	0.00865	3	347
lit	English_1991	EUR	3	54N	2W	54N 2W	DPB1	1101	11:01	0.03571	3	84
lit	Swedish_1994	EUR	3	62.00N	15.00E	62.00N 15.00E	DPB1	1501	15:01	0.00288	1	347
lit	Japanese_1999	NEA	3	35.00N	137.25E	35.00N 137.25E	DPB1	0601	06:01	0.01961	2	102
lit	USCaucasian_1992	EUR	3mig	38N	97W	38N 97W	DPB1	0601	06:01	0.0125	3	240
lit	Japanese_1992b	NEA	2	36.00N	138.00E	36.00N 138.00E	DPB1	0402	04:02	0.07381	31	420
lit	Tunisian_2004	NAF	3	34N	9E	34N 9E	C	0704	07:04	0.01036	2	193
lit	Lebanese_2006	SWA	3	33.8N	35.8E	33.8N 35.8E	C	0401	04:01	0.24227	47	194
lit	Lebanese_2006	SWA	3	33.8N	35.8E	33.8N 35.8E	C	0303	03:03	0.01546	3	194
lit	Yucpa_2001	SAM	1	4.00N	72.00W	4.00N 72.00W	C	0102	01:02	0.0274	4	146
lit	Tunisian_2004	NAF	3	34N	9E	34N 9E	C	0102	01:02	0.00518	1	193
lit	USCaucasian_1995	EUR	3mig	38N	97W	38N 97W	B	5201	52:01	0.01863	6	322
lit	NorthIndian_2007	SWA	3	28.66N	77.22E	28.66N 77.22E	B	3901	39:01	0.00549	1	182
lit	USCaucasian_1995	EUR	3mig	38N	97W	38N 97W	B	3901	39:01	0.00932	3	322
lit	NorthIndian_2002	SWA	3	20.00N	77.00E	20.00N 77.00E	B	1525	15:25	0.00971	1	103
lit	Brahui_2003	SWA	2	30.00N	70.00E	30.00N 70.00E	A	2601	26:01	0.08046	14	174
lit	Brahui_2003	SWA	2	30.00N	70.00E	30.00N 70.00E	A	0211	02:11	0.02299	4	174
lit	Hazara_2003	SWA	2	30.00N	70.00E	30.00N 70.00E	A	0217	02:17	0.03846	2	52
lit	Parsi_2003	SWA	2	30.00N	70.00E	30.00N 70.00E	A	0302	03:02	0.02778	5	180
lit	Sindhi_2003	SWA	2	30.00N	70.00E	30.00N 70.00E	A	0302	03:02	0.01266	2	158
ihwg	Algerian_100	NAF	3	36.5N	3E	36.5N 3E	DQB1	0201	02:01	0.325	65	200
ihwg	Algerian_100	NAF	3	36.5N	3E	36.5N 3E	DQB1	0301	03:01	0.205	41	200
ihwg	Algerian_100	NAF	3	36.5N	3E	36.5N 3E	DQB1	0302	03:02	0.11	22	200
ihwg	Algerian_100	NAF	3	36.5N	3E	36.5N 3E	DQB1	0303	03:03	0.015	3	200
ihwg	Algerian_100	NAF	3	36.5N	3E	36.5N 3E	DQB1	0304	03:04	0.005	1	200
ihwg	Algerian_100	NAF	3	36.5N	3E	36.5N 3E	DQB1	0305	03:05	0.005	1	200
ihwg	Algerian_100	NAF	3	36.5N	3E	36.5N 3E	DQB1	0402	04:02	0.03	6	200
ihwg	Algerian_100	NAF	3	36.5N	3E	36.5N 3E	DQB1	0501	05:01	0.105	21	200
ihwg	Algerian_100	NAF	3	36.5N	3E	36.5N 3E	DQB1	0502	05:02	0.04	8	200
ihwg	Algerian_100	NAF	3	36.5N	3E	36.5N 3E	DQB1	0503	05:03	0.01	2	200
ihwg	Algerian_100	NAF	3	36.5N	3E	36.5N 3E	DQB1	0601	06:01	0.025	5	200
ihwg	Algerian_100	NAF	3	36.5N	3E	36.5N 3E	DQB1	0602	06:02	0.06	12	200
ihwg	Algerian_100	NAF	3	36.5N	3E	36.5N 3E	DQB1	0603	06:03	0.035	7	200
ihwg	Algerian_100	NAF	3	36.5N	3E	36.5N 3E	DQB1	0604	06:04	0.02	4	200
ihwg	Algerian_100	NAF	3	36.5N	3E	36.5N 3E	DQB1	0605	06:05	0.01	2	200
ihwg	Algerian_99	NAF	2	35N	0.5W	35N 0.5W	DQB1	0201	02:01	0.32828	65	198
ihwg	Algerian_99	NAF	2	35N	0.5W	35N 0.5W	DQB1	0301	03:01	0.18687	37	198
ihwg	Algerian_99	NAF	2	35N	0.5W	35N 0.5W	DQB1	0302	03:02	0.06566	13	198
ihwg	Algerian_99	NAF	2	35N	0.5W	35N 0.5W	DQB1	0303	03:03	0.01515	3	198
ihwg	Algerian_99	NAF	2	35N	0.5W	35N 0.5W	DQB1	0304	03:04	0.00505	1	198
ihwg	Algerian_99	NAF	2	35N	0.5W	35N 0.5W	DQB1	0401	04:01	0.00505	1	198
ihwg	Algerian_99	NAF	2	35N	0.5W	35N 0.5W	DQB1	0402	04:02	0.0202	4	198
ihwg	Algerian_99	NAF	2	35N	0.5W	35N 0.5W	DQB1	0501	05:01	0.07071	14	198
ihwg	Algerian_99	NAF	2	35N	0.5W	35N 0.5W	DQB1	0502	05:02	0.0404	8	198
ihwg	Algerian_99	NAF	2	35N	0.5W	35N 0.5W	DQB1	0503	05:03	0.0303	6	198
ihwg	Algerian_99	NAF	2	35N	0.5W	35N 0.5W	DQB1	0601	06:01	0.0404	8	198
ihwg	Algerian_99	NAF	2	35N	0.5W	35N 0.5W	DQB1	0602	06:02	0.07576	15	198
ihwg	Algerian_99	NAF	2	35N	0.5W	35N 0.5W	DQB1	0603	06:03	0.03535	7	198
ihwg	Algerian_99	NAF	2	35N	0.5W	35N 0.5W	DQB1	0604	06:04	0.05556	11	198
ihwg	Algerian_99	NAF	2	35N	0.5W	35N 0.5W	DQB1	0605	06:05	0.01515	3	198
ihwg	Algerian_99	NAF	2	35N	0.5W	35N 0.5W	DQB1	0607	06:07	0.00505	1	198
ihwg	Algerian_99	NAF	2	35N	0.5W	35N 0.5W	DQB1	0608	06:08	0.00505	1	198
ihwg	Algerian_99	NAF	2	35N	0.5W	35N 0.5W	DRB1	0101	01:01	0.01515	3	198
ihwg	Algerian_99	NAF	2	35N	0.5W	35N 0.5W	DRB1	0102	01:02	0.01515	3	198
ihwg	Algerian_99	NAF	2	35N	0.5W	35N 0.5W	DRB1	0103	01:03	0.0202	4	198
ihwg	Algerian_99	NAF	2	35N	0.5W	35N 0.5W	DRB1	0301	03:01	0.15152	30	198
ihwg	Algerian_99	NAF	2	35N	0.5W	35N 0.5W	DRB1	0302	03:02	0.0101	2	198
ihwg	Algerian_99	NAF	2	35N	0.5W	35N 0.5W	DRB1	0402	04:02	0.08081	16	198
ihwg	Algerian_99	NAF	2	35N	0.5W	35N 0.5W	DRB1	0403	04:03	0.0202	4	198
ihwg	Algerian_99	NAF	2	35N	0.5W	35N 0.5W	DRB1	0404	04:04	0.00505	1	198
ihwg	Algerian_99	NAF	2	35N	0.5W	35N 0.5W	DRB1	0405	04:05	0.0303	6	198
ihwg	Algerian_99	NAF	2	35N	0.5W	35N 0.5W	DRB1	0406	04:06	0.01515	3	198
ihwg	Algerian_99	NAF	2	35N	0.5W	35N 0.5W	DRB1	0701	07:01	0.13636	27	198
ihwg	Algerian_99	NAF	2	35N	0.5W	35N 0.5W	DRB1	0801	08:01	0.0101	2	198
ihwg	Algerian_99	NAF	2	35N	0.5W	35N 0.5W	DRB1	0803	08:03	0.00505	1	198
ihwg	Algerian_99	NAF	2	35N	0.5W	35N 0.5W	DRB1	0901	09:01	0.01515	3	198
ihwg	Algerian_99	NAF	2	35N	0.5W	35N 0.5W	DRB1	1001	10:01	0.03535	7	198
ihwg	Algerian_99	NAF	2	35N	0.5W	35N 0.5W	DRB1	1101	11:01	0.08586	17	198
ihwg	Algerian_99	NAF	2	35N	0.5W	35N 0.5W	DRB1	1102	11:02	0.02525	5	198
ihwg	Algerian_99	NAF	2	35N	0.5W	35N 0.5W	DRB1	1103	11:03	0.00505	1	198
ihwg	Algerian_99	NAF	2	35N	0.5W	35N 0.5W	DRB1	1104	11:04	0.03535	7	198
ihwg	Algerian_99	NAF	2	35N	0.5W	35N 0.5W	DRB1	1109	11:09	0.0101	2	198
ihwg	Algerian_99	NAF	2	35N	0.5W	35N 0.5W	DRB1	1301	13:01	0.03535	7	198
ihwg	Algerian_99	NAF	2	35N	0.5W	35N 0.5W	DRB1	1302	13:02	0.04545	9	198
ihwg	Algerian_99	NAF	2	35N	0.5W	35N 0.5W	DRB1	1303	13:03	0.0202	4	198
ihwg	Algerian_99	NAF	2	35N	0.5W	35N 0.5W	DRB1	1304	13:04	0.00505	1	198
ihwg	Algerian_99	NAF	2	35N	0.5W	35N 0.5W	DRB1	1310	13:10	0.00505	1	198
ihwg	Algerian_99	NAF	2	35N	0.5W	35N 0.5W	DRB1	1401	14:01	0.0101	2	198
ihwg	Algerian_99	NAF	2	35N	0.5W	35N 0.5W	DRB1	1402	14:02	0.01515	3	198
ihwg	Algerian_99	NAF	2	35N	0.5W	35N 0.5W	DRB1	1501	15:01	0.0303	6	198
ihwg	Algerian_99	NAF	2	35N	0.5W	35N 0.5W	DRB1	1502	15:02	0.06566	13	198
ihwg	Algerian_99	NAF	2	35N	0.5W	35N 0.5W	DRB1	1504	15:04	0.00505	1	198
ihwg	Algerian_99	NAF	2	35N	0.5W	35N 0.5W	DRB1	1601	16:01	0.02525	5	198
ihwg	Algerian_99	NAF	2	35N	0.5W	35N 0.5W	DRB1	1602	16:02	0.0101	2	198
ihwg	American_Samoa	OCE	2	14.3S	170W	14.3S 170W	A	0201	02:01	0.13	13	100
ihwg	American_Samoa	OCE	2	14.3S	170W	14.3S 170W	A	0206	02:06	0.13	13	100
ihwg	American_Samoa	OCE	2	14.3S	170W	14.3S 170W	A	0301	03:01	0.02	2	100
ihwg	American_Samoa	OCE	2	14.3S	170W	14.3S 170W	A	1101	11:01	0.16	16	100
ihwg	American_Samoa	OCE	2	14.3S	170W	14.3S 170W	A	1104	11:04	0.01	1	100
ihwg	American_Samoa	OCE	2	14.3S	170W	14.3S 170W	A	2402	24:02	0.33	33	100
ihwg	American_Samoa	OCE	2	14.3S	170W	14.3S 170W	A	2404	24:04	0.01	1	100
ihwg	American_Samoa	OCE	2	14.3S	170W	14.3S 170W	A	2408	24:08	0.02	2	100
ihwg	American_Samoa	OCE	2	14.3S	170W	14.3S 170W	A	2601	26:01	0.06	6	100
ihwg	American_Samoa	OCE	2	14.3S	170W	14.3S 170W	A	3101	31:01	0.01	1	100
ihwg	American_Samoa	OCE	2	14.3S	170W	14.3S 170W	A	3401	34:01	0.1	10	100
ihwg	American_Samoa	OCE	2	14.3S	170W	14.3S 170W	A	6601	66:01	0.01	1	100
ihwg	American_Samoa	OCE	2	14.3S	170W	14.3S 170W	A	6803	68:03	0.01	1	100
ihwg	American_Samoa	OCE	2	14.3S	170W	14.3S 170W	B	0702	07:02	0.01	1	100
ihwg	American_Samoa	OCE	2	14.3S	170W	14.3S 170W	B	0803	08:03	0.01	1	100
ihwg	American_Samoa	OCE	2	14.3S	170W	14.3S 170W	B	1301	13:01	0.01	1	100
ihwg	American_Samoa	OCE	2	14.3S	170W	14.3S 170W	B	1502	15:02	0.01	1	100
ihwg	American_Samoa	OCE	2	14.3S	170W	14.3S 170W	B	1503	15:03	0.01	1	100
ihwg	American_Samoa	OCE	2	14.3S	170W	14.3S 170W	B	1506	15:06	0.01	1	100
ihwg	American_Samoa	OCE	2	14.3S	170W	14.3S 170W	B	1521	15:21	0.03	3	100
ihwg	American_Samoa	OCE	2	14.3S	170W	14.3S 170W	B	1531	15:31	0.04	4	100
ihwg	American_Samoa	OCE	2	14.3S	170W	14.3S 170W	B	3801	38:01	0.01	1	100
ihwg	American_Samoa	OCE	2	14.3S	170W	14.3S 170W	B	3901	39:01	0.04	4	100
ihwg	American_Samoa	OCE	2	14.3S	170W	14.3S 170W	B	4001	40:01	0.29	29	100
ihwg	American_Samoa	OCE	2	14.3S	170W	14.3S 170W	B	4002	40:02	0.03	3	100
ihwg	American_Samoa	OCE	2	14.3S	170W	14.3S 170W	B	4008	40:08	0.01	1	100
ihwg	American_Samoa	OCE	2	14.3S	170W	14.3S 170W	B	4010	40:10	0.01	1	100
ihwg	American_Samoa	OCE	2	14.3S	170W	14.3S 170W	B	4011	40:11	0.01	1	100
ihwg	American_Samoa	OCE	2	14.3S	170W	14.3S 170W	B	4012	40:12	0.01	1	100
ihwg	American_Samoa	OCE	2	14.3S	170W	14.3S 170W	B	4014	40:14	0.01	1	100
ihwg	American_Samoa	OCE	2	14.3S	170W	14.3S 170W	B	4801	48:01	0.1	10	100
ihwg	American_Samoa	OCE	2	14.3S	170W	14.3S 170W	B	4803	48:03	0.06	6	100
ihwg	American_Samoa	OCE	2	14.3S	170W	14.3S 170W	B	5502	55:02	0.12	12	100
ihwg	American_Samoa	OCE	2	14.3S	170W	14.3S 170W	B	5504	55:04	0.03	3	100
ihwg	American_Samoa	OCE	2	14.3S	170W	14.3S 170W	B	5601	56:01	0.02	2	100
ihwg	American_Samoa	OCE	2	14.3S	170W	14.3S 170W	B	5602	56:02	0.1	10	100
ihwg	American_Samoa	OCE	2	14.3S	170W	14.3S 170W	B	5604	56:04	0.01	1	100
ihwg	American_Samoa	OCE	2	14.3S	170W	14.3S 170W	B	6701	67:01	0.01	1	100
ihwg	American_Samoa	OCE	2	14.3S	170W	14.3S 170W	C	0102	01:02	0.24	24	100
ihwg	American_Samoa	OCE	2	14.3S	170W	14.3S 170W	C	0103	01:03	0.02	2	100
ihwg	American_Samoa	OCE	2	14.3S	170W	14.3S 170W	C	0303	03:03	0.02	2	100
ihwg	American_Samoa	OCE	2	14.3S	170W	14.3S 170W	C	0304	03:04	0.21	21	100
ihwg	American_Samoa	OCE	2	14.3S	170W	14.3S 170W	C	0307	03:07	0.03	3	100
ihwg	American_Samoa	OCE	2	14.3S	170W	14.3S 170W	C	0401	04:01	0.04	4	100
ihwg	American_Samoa	OCE	2	14.3S	170W	14.3S 170W	C	0403	04:03	0.06	6	100
ihwg	American_Samoa	OCE	2	14.3S	170W	14.3S 170W	C	0407	04:07	0.02	2	100
ihwg	American_Samoa	OCE	2	14.3S	170W	14.3S 170W	C	0701	07:01	0.01	1	100
ihwg	American_Samoa	OCE	2	14.3S	170W	14.3S 170W	C	0702	07:02	0.08	8	100
ihwg	American_Samoa	OCE	2	14.3S	170W	14.3S 170W	C	0801	08:01	0.15	15	100
ihwg	American_Samoa	OCE	2	14.3S	170W	14.3S 170W	C	0802	08:02	0.01	1	100
ihwg	American_Samoa	OCE	2	14.3S	170W	14.3S 170W	C	1203	12:03	0.02	2	100
ihwg	American_Samoa	OCE	2	14.3S	170W	14.3S 170W	C	1503	15:03	0.01	1	100
ihwg	American_Samoa	OCE	2	14.3S	170W	14.3S 170W	C	1505	15:05	0.01	1	100
ihwg	American_Samoa	OCE	2	14.3S	170W	14.3S 170W	C	1507	15:07	0.04	4	100
ihwg	American_Samoa	OCE	2	14.3S	170W	14.3S 170W	C	1508	15:08	0.01	1	100
ihwg	American_Samoa	OCE	2	14.3S	170W	14.3S 170W	C	1604	16:04	0.02	2	100
ihwg	Amerindian	NAM	3	38N	97W	38N 97W	A	0101	01:01	0.0856	44	514
ihwg	Amerindian	NAM	3	38N	97W	38N 97W	A	0201	02:01	0.21206	109	514
ihwg	Amerindian	NAM	3	38N	97W	38N 97W	A	0202	02:02	0.00584	3	514
ihwg	Amerindian	NAM	3	38N	97W	38N 97W	A	0205	02:05	0.00584	3	514
ihwg	Amerindian	NAM	3	38N	97W	38N 97W	A	0206	02:06	0.06809	35	514
ihwg	Amerindian	NAM	3	38N	97W	38N 97W	A	0301	03:01	0.07198	37	514
ihwg	Amerindian	NAM	3	38N	97W	38N 97W	A	0302	03:02	0.00195	1	513
ihwg	Amerindian	NAM	3	38N	97W	38N 97W	A	1101	11:01	0.02529	13	514
ihwg	Amerindian	NAM	3	38N	97W	38N 97W	A	2301	23:01	0.01751	9	514
ihwg	Amerindian	NAM	3	38N	97W	38N 97W	A	2402	24:02	0.23541	121	514
ihwg	Amerindian	NAM	3	38N	97W	38N 97W	A	2403	24:03	0.00389	2	514
ihwg	Amerindian	NAM	3	38N	97W	38N 97W	A	2407	24:07	0.00195	1	513
ihwg	Amerindian	NAM	3	38N	97W	38N 97W	A	2501	25:01	0.01556	8	514
ihwg	Amerindian	NAM	3	38N	97W	38N 97W	A	2601	26:01	0.02335	12	514
ihwg	Amerindian	NAM	3	38N	97W	38N 97W	A	2608	26:08	0.00195	1	513
ihwg	Amerindian	NAM	3	38N	97W	38N 97W	A	2902	29:02	0.0214	11	514
ihwg	Amerindian	NAM	3	38N	97W	38N 97W	A	3001	30:01	0.01946	10	514
ihwg	Amerindian	NAM	3	38N	97W	38N 97W	A	3002	30:02	0.01362	7	514
ihwg	Amerindian	NAM	3	38N	97W	38N 97W	A	3007	30:07	0.00195	1	513
ihwg	Amerindian	NAM	3	38N	97W	38N 97W	A	3101	31:01	0.07782	40	514
ihwg	Amerindian	NAM	3	38N	97W	38N 97W	A	3201	32:01	0.01556	8	514
ihwg	Amerindian	NAM	3	38N	97W	38N 97W	A	3301	33:01	0.00195	1	513
ihwg	Amerindian	NAM	3	38N	97W	38N 97W	A	3303	33:03	0.00584	3	514
ihwg	Amerindian	NAM	3	38N	97W	38N 97W	A	3402	34:02	0.00195	1	513
ihwg	Amerindian	NAM	3	38N	97W	38N 97W	A	6602	66:02	0.00195	1	513
ihwg	Amerindian	NAM	3	38N	97W	38N 97W	A	6801	68:01	0.05253	27	514
ihwg	Amerindian	NAM	3	38N	97W	38N 97W	A	6802	68:02	0.00584	3	514
ihwg	Amerindian	NAM	3	38N	97W	38N 97W	A	6805	68:05	0.00195	1	513
ihwg	Amerindian	NAM	3	38N	97W	38N 97W	A	7401	74:01	0.00195	1	513
ihwg	Amerindian	NAM	3	38N	97W	38N 97W	B	0702	07:02	0.06838	32	468
ihwg	Amerindian	NAM	3	38N	97W	38N 97W	B	0705	07:05	0.00214	1	467
ihwg	Amerindian	NAM	3	38N	97W	38N 97W	B	0801	08:01	0.04487	21	468
ihwg	Amerindian	NAM	3	38N	97W	38N 97W	B	1302	13:02	0.02137	10	468
ihwg	Amerindian	NAM	3	38N	97W	38N 97W	B	1401	14:01	0.00427	2	468
ihwg	Amerindian	NAM	3	38N	97W	38N 97W	B	1402	14:02	0.01068	5	468
ihwg	Amerindian	NAM	3	38N	97W	38N 97W	B	1501	15:01	0.08333	39	468
ihwg	Amerindian	NAM	3	38N	97W	38N 97W	B	1503	15:03	0.00427	2	468
ihwg	Amerindian	NAM	3	38N	97W	38N 97W	B	1507	15:07	0.00641	3	468
ihwg	Amerindian	NAM	3	38N	97W	38N 97W	B	1509	15:09	0.00214	1	467
ihwg	Amerindian	NAM	3	38N	97W	38N 97W	B	1510	15:10	0.00641	3	468
ihwg	Amerindian	NAM	3	38N	97W	38N 97W	B	1515	15:15	0.00214	1	467
ihwg	Amerindian	NAM	3	38N	97W	38N 97W	B	1516	15:16	0.00641	3	468
ihwg	Amerindian	NAM	3	38N	97W	38N 97W	B	1517	15:17	0.00214	1	467
ihwg	Amerindian	NAM	3	38N	97W	38N 97W	B	1524	15:24	0.00214	1	467
ihwg	Amerindian	NAM	3	38N	97W	38N 97W	B	1525	15:25	0.00214	1	467
ihwg	Amerindian	NAM	3	38N	97W	38N 97W	B	1801	18:01	0.01923	9	468
ihwg	Amerindian	NAM	3	38N	97W	38N 97W	B	2705	27:05	0.08974	42	468
ihwg	Amerindian	NAM	3	38N	97W	38N 97W	B	2706	27:06	0.00214	1	467
ihwg	Amerindian	NAM	3	38N	97W	38N 97W	B	3501	35:01	0.10684	50	468
ihwg	Amerindian	NAM	3	38N	97W	38N 97W	B	3502	35:02	0.00214	1	467
ihwg	Amerindian	NAM	3	38N	97W	38N 97W	B	3503	35:03	0.00641	3	468
ihwg	Amerindian	NAM	3	38N	97W	38N 97W	B	3508	35:08	0.00214	1	467
ihwg	Amerindian	NAM	3	38N	97W	38N 97W	B	3512	35:12	0.00214	1	467
ihwg	Amerindian	NAM	3	38N	97W	38N 97W	B	3701	37:01	0.00641	3	468
ihwg	Amerindian	NAM	3	38N	97W	38N 97W	B	3801	38:01	0.00855	4	468
ihwg	Amerindian	NAM	3	38N	97W	38N 97W	B	3901	39:01	0.0406	19	468
ihwg	Amerindian	NAM	3	38N	97W	38N 97W	B	3903	39:03	0.00427	2	468
ihwg	Amerindian	NAM	3	38N	97W	38N 97W	B	3905	39:05	0.00427	2	468
ihwg	Amerindian	NAM	3	38N	97W	38N 97W	B	3906	39:06	0.01496	7	468
ihwg	Amerindian	NAM	3	38N	97W	38N 97W	B	4001	40:01	0.03846	18	468
ihwg	Amerindian	NAM	3	38N	97W	38N 97W	B	4002	40:02	0.05556	26	468
ihwg	Amerindian	NAM	3	38N	97W	38N 97W	B	4003	40:03	0.00214	1	467
ihwg	Amerindian	NAM	3	38N	97W	38N 97W	B	4005	40:05	0.00427	2	468
ihwg	Amerindian	NAM	3	38N	97W	38N 97W	B	4006	40:06	0.00427	2	468
ihwg	Amerindian	NAM	3	38N	97W	38N 97W	B	4015	40:15	0.00214	1	467
ihwg	Amerindian	NAM	3	38N	97W	38N 97W	B	4101	41:01	0.00641	3	468
ihwg	Amerindian	NAM	3	38N	97W	38N 97W	B	4102	41:02	0.00641	3	468
ihwg	Amerindian	NAM	3	38N	97W	38N 97W	B	4402	44:02	0.0406	19	468
ihwg	Amerindian	NAM	3	38N	97W	38N 97W	B	4403	44:03	0.03419	16	468
ihwg	Amerindian	NAM	3	38N	97W	38N 97W	B	4404	44:04	0.00427	2	468
ihwg	Amerindian	NAM	3	38N	97W	38N 97W	B	4501	45:01	0.01496	7	468
ihwg	Amerindian	NAM	3	38N	97W	38N 97W	B	4801	48:01	0.01709	8	468
ihwg	Amerindian	NAM	3	38N	97W	38N 97W	B	4901	49:01	0.01068	5	468
ihwg	Amerindian	NAM	3	38N	97W	38N 97W	B	5001	50:01	0.00427	2	468
ihwg	Amerindian	NAM	3	38N	97W	38N 97W	B	5101	51:01	0.1047	49	468
ihwg	Amerindian	NAM	3	38N	97W	38N 97W	B	5102	51:02	0.00641	3	468
ihwg	Amerindian	NAM	3	38N	97W	38N 97W	B	5108	51:08	0.00427	2	468
ihwg	Amerindian	NAM	3	38N	97W	38N 97W	B	5201	52:01	0.00427	2	468
ihwg	Amerindian	NAM	3	38N	97W	38N 97W	B	5301	53:01	0.00855	4	468
ihwg	Amerindian	NAM	3	38N	97W	38N 97W	B	5501	55:01	0.00855	4	468
ihwg	Amerindian	NAM	3	38N	97W	38N 97W	B	5601	56:01	0.00855	4	468
ihwg	Amerindian	NAM	3	38N	97W	38N 97W	B	5701	57:01	0.01709	8	468
ihwg	Amerindian	NAM	3	38N	97W	38N 97W	B	5801	58:01	0.01068	5	468
ihwg	Amerindian	NAM	3	38N	97W	38N 97W	B	5802	58:02	0.00214	1	467
ihwg	Amerindian	NAM	3	38N	97W	38N 97W	C	0102	01:02	0.08871	44	496
ihwg	Amerindian	NAM	3	38N	97W	38N 97W	C	0202	02:02	0.0746	37	496
ihwg	Amerindian	NAM	3	38N	97W	38N 97W	C	0302	03:02	0.00202	1	495
ihwg	Amerindian	NAM	3	38N	97W	38N 97W	C	0303	03:03	0.03629	18	496
ihwg	Amerindian	NAM	3	38N	97W	38N 97W	C	0304	03:04	0.11492	57	496
ihwg	Amerindian	NAM	3	38N	97W	38N 97W	C	0401	04:01	0.15121	75	496
ihwg	Amerindian	NAM	3	38N	97W	38N 97W	C	0404	04:04	0.01411	7	496
ihwg	Amerindian	NAM	3	38N	97W	38N 97W	C	0501	05:01	0.03629	18	496
ihwg	Amerindian	NAM	3	38N	97W	38N 97W	C	0602	06:02	0.06452	32	496
ihwg	Amerindian	NAM	3	38N	97W	38N 97W	C	0701	07:01	0.07863	39	496
ihwg	Amerindian	NAM	3	38N	97W	38N 97W	C	0702	07:02	0.12903	64	496
ihwg	Amerindian	NAM	3	38N	97W	38N 97W	C	0704	07:04	0.00806	4	496
ihwg	Amerindian	NAM	3	38N	97W	38N 97W	C	0801	08:01	0.02218	11	496
ihwg	Amerindian	NAM	3	38N	97W	38N 97W	C	0802	08:02	0.01613	8	496
ihwg	Amerindian	NAM	3	38N	97W	38N 97W	C	0803	08:03	0.00403	2	496
ihwg	Amerindian	NAM	3	38N	97W	38N 97W	C	1202	12:02	0.00403	2	496
ihwg	Amerindian	NAM	3	38N	97W	38N 97W	C	1203	12:03	0.02621	13	496
ihwg	Amerindian	NAM	3	38N	97W	38N 97W	C	1402	14:02	0.01815	9	496
ihwg	Amerindian	NAM	3	38N	97W	38N 97W	C	1502	15:02	0.06855	34	496
ihwg	Amerindian	NAM	3	38N	97W	38N 97W	C	1505	15:05	0.00202	1	495
ihwg	Amerindian	NAM	3	38N	97W	38N 97W	C	1601	16:01	0.02419	12	496
ihwg	Amerindian	NAM	3	38N	97W	38N 97W	C	1701	17:01	0.01613	8	496
ihwg	Amhara	SSA	2	7.58N	39.04E	7.58N 39.04E	DQA1	0101	01:01	0.16837	33	196
ihwg	Amhara	SSA	2	7.58N	39.04E	7.58N 39.04E	DQA1	0102	01:02	0.28061	55	196
ihwg	Amhara	SSA	2	7.58N	39.04E	7.58N 39.04E	DQA1	0103	01:03	0.02041	4	196
ihwg	Amhara	SSA	2	7.58N	39.04E	7.58N 39.04E	DQA1	0201	02:01	0.20408	40	196
